dimension,ws_t_stat,ws_p_value,ws_paired_cohens_d
2,-3.272014444458601,0.0040102099527118025,-0.7316446721170642
5,-7.81959765876694,2.3477902643431128e-07,-1.748515192170108
10,-2.710057088184881,0.013884597938503563,-0.6059871872086536
15,-3.849853434091592,0.0010796322690233,-0.8608533982039805
30,-6.31382287604125,4.641405195180345e-06,-1.4118137148721464
