dimension,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2,-4.255465835208817,0.0004276515881360923,-0.9515510883454832
5,1.3094653388308743,0.20599133340168457,0.292805351180563
10,-9.435524388230625,1.3306384239110458e-08,-2.1098473935440794
15,-6.465222969422772,3.3913414199886696e-06,-1.4456678049322362
30,-14.619991399659446,8.636413718478035e-12,-3.2691294600100815
