dimension,ws_t_stat,ws_p_value,ws_paired_cohens_d
2,-8.241821966436744,1.073856308222335e-07,-1.842927417540355
5,-26.68311509594755,1.5959829472953715e-16,-5.966525920598954
10,-111.7872442065722,3.0170892495209506e-28,-24.996387706326498
15,-159.40401008934984,3.5858162688080787e-31,-35.64382024458485
30,-234.63331604354147,2.3240792691502078e-34,-52.46560444595507
