nu,global_median_wasserstein_distance,global_median_r_hat,global_median_ess,global_median_runtime,global_median_mmd,global_median_mmd_rff,global_q25_wasserstein_distance,global_q25_r_hat,global_q25_ess,global_q25_runtime,global_q25_mmd,global_q25_mmd_rff,global_q75_wasserstein_distance,global_q75_r_hat,global_q75_ess,global_q75_runtime,global_q75_mmd,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_mcmc_mean,mmd_iid_mean,mmd_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_dist_glass_delta,mmd_glass_delta,mmd_rff_glass_delta
2.1,0.21527974027163382,,,0.3739607334136963,0.028515200864543996,0.028383785505545232,0.164287456252804,,,0.37239593267440796,0.016058354750357294,0.015956162940824577,0.2596643378566114,,,0.3783026933670044,0.03594918715457327,0.036912696614561064,0.21688750030955142,0.12563143107962924,0.027399598075411057,0.02718988612741967,0.016021315535503237,0.0037742378838066166,0.02740000331102799,0.015786237609965916,0.00397131025894582,3.3305623308327723,2.959159156298873,2.924416614113886
3.0,0.1272125472183477,,,0.373630166053772,0.021875359854320563,0.021664854664390647,0.09782163445452889,,,0.3720746636390686,0.018439145144505165,0.01817472781260509,0.14743724347735954,,,0.3759734034538269,0.02978932684961756,0.02848426493955889,0.12362959676384455,0.058407734979024496,0.016655716945996855,0.024839262985411226,0.013385865955018067,0.005299520663507863,0.024209898727892087,0.013238210269699345,0.004984910549604439,3.9158843774957353,2.1612137696264626,2.200980007367106
4.0,0.08367321798628398,,,0.3731818199157715,0.020236995334082436,0.02078216902142717,0.06470259555865598,,,0.3725471496582031,0.018296951366403594,0.017862616221365424,0.09094219742677129,,,0.3738657832145691,0.02514887915728676,0.02472623850230347,0.08028611248124552,0.052000560032395456,0.014200516276276068,0.022351309354372965,0.016302721759376148,0.005915748866451355,0.022399255515061677,0.01625462897888359,0.005633256455768039,1.9918678939937562,1.022455099353321,1.0907769927439472
5.0,0.05860562801420209,,,0.3739774227142334,0.022562195831607783,0.02242388124624295,0.053960818886121885,,,0.3717179298400879,0.015912472173225035,0.015787137410254726,0.07741880770079608,,,0.37651097774505615,0.029756305620820798,0.02859364391757315,0.0681048511385215,0.03863412292494705,0.00791214083398736,0.02362133119856875,0.012240524942763368,0.0038592490890935888,0.023175426734503318,0.012091034025348424,0.0038219136195940433,3.7247476797910504,2.9489690851953694,2.900220625690713
30.0,0.038209938153207106,,,0.3723874092102051,0.016104267672901247,0.01570694863802518,0.029669221826108354,,,0.3711862564086914,0.010993524079614448,0.010835311404787506,0.053782171924417074,,,0.3736668825149536,0.022100948317298107,0.02232112725202955,0.044025960219541686,0.02995789004765773,0.007416271038383162,0.018642077808598074,0.013244536241861631,0.004780827887378029,0.018769380189058108,0.013161409840017147,0.004719571432197365,1.8969196377902293,1.1289972561000603,1.1882372011117057
