nu,global_avg_wasserstein_distance,global_avg_reference_swd,global_avg_relative_swd,global_avg_swd_zscore,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_reference_swd_std,global_avg_relative_swd_std,global_avg_swd_zscore_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std
1,4.418154586789082,6.176886988878369,-1.758732402089287,-0.17491518804410822,1.0594746107079827,107.06093534616122,3.8756991028785706,0.4693757858130843,0.0,0.46937578581308426,0.046681890742056496,0.026694528289781076,51.66063147587054,0.8212597181619641
2,0.6800785001875612,0.1999672295255523,0.48011127066200887,8.168615001281227,1.045733606725195,112.48619449717813,3.9973382353782654,0.520036826409381,0.0,0.520036826409381,8.847908559965601,0.02853825909705699,47.68908476227166,1.633151631576527
5,0.8485311199506438,0.117035119879158,0.731496000071486,12.596746604288922,1.0913682454788391,66.8285603978395,4.049547076225281,0.6422949560344919,0.0,0.6422949560344919,11.06065761889157,0.05504290748507063,46.67790039549959,1.0382762463719455
10,0.8724210657506115,0.1105050028842738,0.7619160628663377,12.910259710111358,1.073409206670589,64.13977758826056,3.761390805244446,0.788497355381324,0.0,0.7884973553813239,13.360665478573434,0.022586260408711756,23.751244944290995,0.5444775259966919
