nu,global_avg_wasserstein_distance,global_avg_reference_swd,global_avg_relative_swd,global_avg_swd_zscore,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_reference_swd_std,global_avg_relative_swd_std,global_avg_swd_zscore_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std
1,7.4886885043625835,6.176886988878369,1.3118015154842142,0.1304655605849346,1.0365282265167461,188.81124596409435,8.099233090877533,6.273787624782383,0.0,6.273787624782382,0.6239611784225818,0.021336550909135468,25.58518986323058,3.4517660359742948
2,0.3968257580521317,0.1999672295255523,0.19685852852657942,3.3493517597182514,1.056004300767201,137.85764579772285,5.775931417942047,0.11437665966466262,0.0,0.11437665966466264,1.9460049264099295,0.008350753611786383,31.037644910491192,1.140263890875456
5,0.5735717177703401,0.117035119879158,0.4565365978911821,7.861800800903021,1.0860398525636363,51.92507105912928,5.085369348526001,0.30629732606251664,0.0,0.3062973260625167,5.2746013670665635,0.04596780682500965,24.046479473097172,0.9760292821820037
10,1.0744720622481885,0.1105050028842738,0.9639670593639147,16.33390565564661,1.1674095312999553,27.45857366522537,4.996379315853119,0.9640181539216913,0.0,0.964018153921691,16.334771425569066,0.08595734066303656,14.168625299926422,1.0669907360515491
