dimension,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2,-1.6665554336106159,0.11780943523626,-0.4303027626603597
3,-2.4981966181089317,0.02555553906732889,-0.6450315931658388
5,-5.750041141943443,5.0239246931289304e-05,-1.4846542388502955
8,-4.562965358239122,0.00044261324296094803,-1.1781525894520986
15,-9.52967073221926,1.6908430501305416e-07,-2.460550402715029
30,-6.86789553813182,7.709723289957572e-06,-1.7732830028451174
