dimension,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2,2.4536208298352027,0.027849120579813123,0.6335221741239575
3,-9.229924319369411,2.4967571319384953e-07,-2.383156211711504
5,-39.346007163449485,9.766869480215722e-16,-10.159095365586506
8,-59.1973367836788,3.314588291769094e-18,-15.284686633534648
15,-37.08513928916062,2.2200265192805566e-15,-9.575341790580097
30,-22.803932763039708,1.8037040110614123e-12,-5.887950121285765
