correlation,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
0.0,-4.233867201710787,0.0004492389672147866,-0.9467214870732132
0.3,-2.31321145095376,0.032071508775725656,-0.5172498050663528
0.5,-6.627150844580011,2.4326207633020687e-06,-1.4818759785626048
0.9,-1.973017593841633,0.06322136963215029,-0.44118014606329614
0.99,-4.750278115829822,0.00013920924944801452,-1.06219447790251
