means,Run_1,Run_2,Run_3,global_avg,mode_distance
"(3, -3)",0.6839362421745967,0.4015412640343598,0.5327925377488705,0.5394233479859424,6
"(4, -4)",0.2737632801866032,1.898543732834872,0.7367718996675008,0.9696929708963253,8
