means,Run_1,Run_2,Run_3,global_avg,mode_distance
"(3, -3)",0.2845293987179508,0.4576905260155776,0.6064577247648532,0.44955921649946057,6
"(4, -4)",2.085672627269569,0.2627664597088145,1.9257331756044245,1.4247240875276026,8
