means,Run_1,Run_2,Run_3,global_avg,mode_distance
"(3, -3)",1.2490345406558807,0.3997337206003389,0.7638149439482389,0.8041944017348195,6
"(4, -4)",0.4745304102944148,0.4323575252809041,0.7013013702239048,0.5360631019330745,8
