correlation,ws_t_stat,ws_p_value,ws_paired_cohens_d
0.0,-26.66572611250748,1.1756464352094632e-05,-11.925275251391584
0.3,-13.224444110479176,0.00018891436120625898,-5.9141511991356355
0.5,-23.846773101922178,1.8338275543583667e-05,-10.664601139982302
0.9,-11.265698208693198,0.00035370700863937636,-5.0381734017271205
0.99,-7.8745685853330425,0.0014058454725124337,-3.521614130057807
