correlation,ws_t_stat,ws_p_value,ws_paired_cohens_d
0.0,3.843269898807076,0.018408045584171515,1.7187625499222718
0.3,-1.4601474918936217,0.21803150550365294,-0.6529978098099922
0.5,4.224487812470708,0.013429201560501475,1.8892483837607774
0.9,3.4495248044453297,0.02606577643797967,1.542674390562285
0.99,4.4944834527162785,0.01086838696434318,2.009994104804312
