correlation,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
0.0,-4.145160139849903,0.00026938016854178025,-0.7567992376890202
0.3,-3.360571722522715,0.0021943893163787398,-0.6135536461798944
0.5,-2.642121405133548,0.013140912594470738,-0.48238316441963003
0.9,-0.6622118760110923,0.5130640199917025,-0.12090279411302982
0.99,-2.3029839058592083,0.028646626611207843,-0.4204654116034808
