run_id,mu,sampler,wasserstein_distance,mmd_rff,r_hat,ess,runtime
64,"(10.0, 0.0)",Metro,2.1101603676689833,0.2182321498236306,2.3834258213169766,4.925550413693385,5.225337028503418
