means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",HMC,0.39500252818170645,1.7318956177144469,6.25521633203725,12
"(5, -5)",HMC,0.10812611110685111,1.7314360174738483,6.254966680167347,10
