means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",DEMetro,1.7437645686265593,1.2936502623222876,11.760716196170323,12
"(5, -5)",DEMetro,2.3077210128613355,1.2048532811053716,17.85501185166525,10
