means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",Metro,0.4201766661862686,1.7616437212360923,6.2574842981658225,12
"(5, -5)",Metro,0.17525205917620568,1.7539263037563273,6.287264725801493,10
