mm,global_median_mean_rmse,global_median_var_rmse,global_median_wasserstein_distance,global_median_runtime,global_median_ess,global_median_ess_per_sec,global_median_r_hat,global_median_mode_transitions,global_median_mmd_rff,global_q25_mean_rmse,global_q25_var_rmse,global_q25_wasserstein_distance,global_q25_runtime,global_q25_ess,global_q25_ess_per_sec,global_q25_r_hat,global_q25_mode_transitions,global_q25_mmd_rff,global_q75_mean_rmse,global_q75_var_rmse,global_q75_wasserstein_distance,global_q75_runtime,global_q75_ess,global_q75_ess_per_sec,global_q75_r_hat,global_q75_mode_transitions,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mean_rmse_mcmc_mean,mean_rmse_iid_mean,mean_rmse_iid_std,var_rmse_mcmc_mean,var_rmse_iid_mean,var_rmse_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_glass_delta,ws_t_stat,ws_p_value,var_rmse_glass_delta,var_rmse_t_stat,var_rmse_p_value,mean_rmse_glass_delta,mean_rmse_t_stat,mean_rmse_p_value,mmd_rff_glass_delta,mmd_rff_t_stat,mmd_rff_p_value
0,0.03672743862643238,0.05376044031004344,0.039434395741231046,5.946806788444519,680.5420230809472,113.75183578380292,,98.5,0.021610574693263693,0.03370037116449248,0.04898355128501417,0.03740373493069052,5.9085693359375,646.548135250471,107.3960172471954,,92.25,0.020536342623846238,0.03896444047848667,0.05816462117673886,0.04096083330004789,5.990913271903992,706.090622008528,117.91531361803638,,104.0,0.02335655538171657,0.03920751128242724,0.028541881744086863,0.0014949354754622234,0.036803488579536414,0.02210208480278055,0.0023957238866818076,0.05366373743139588,0.031544914689375404,0.004085476727886725,0.0220175426276547,0.013755591300338153,0.0013815385639929629,7.134508287083523,16.819070645845123,3.788213190814754e-20,5.414012663697578,15.240166466224391,6.64016520163679e-20,6.1365184270538,13.729511496031604,9.271509584603709e-17,5.980253858015817,13.727734088057343,6.873384883839291e-17
4,0.039160455154743506,0.05603393813727753,0.04148819676051864,9.250370740890503,663.2161157033204,71.47031794985033,,274.5,0.0222381884648365,0.03658182451385991,0.05095885903541145,0.03972939164475697,9.198786735534668,573.9656431728738,61.25048936410954,,261.75,0.020365279017419406,0.044948153075787166,0.05996357498755329,0.046533953592157715,9.306537747383118,710.9142587702152,75.23746064415916,,292.5,0.026160702460989685,0.04378504331937473,0.030038794366043634,0.0017685986985739764,0.04218608543506473,0.023301327669594998,0.0032577239155985654,0.05785331456458144,0.03602650798461819,0.006575327612973529,0.02352261501594316,0.013719425379044864,0.0016041842118860023,7.7723957189467106,12.958826911381887,6.86549457070127e-15,3.319500998991686,8.97026695552914,1.166889047901302e-11,5.796917803576336,11.272738768552086,1.4778060736903628e-13,6.111012416319017,12.361455288797528,7.092195409761491e-15
6,0.0492145793987402,0.060782197085124855,0.049197236825447535,9.237467765808105,162.08035636510397,17.225424644484782,,104.5,0.025859572307418678,0.040330394111182985,0.055002931560044155,0.04403824465080255,9.190849959850311,138.769735853668,15.005260053707467,,98.5,0.022078757831511038,0.0607166827379648,0.07091088376919281,0.05815088150101663,9.281067252159119,198.95885753431892,21.262617643401263,,114.5,0.03110090852140336,0.056702304813774126,0.03207145389489882,0.002254817700267305,0.05814467000302967,0.025183412390683155,0.0034754404738031137,0.06252187762470231,0.041090938793025916,0.012614639898999979,0.02987574624325208,0.013898781931603174,0.0015568864808427902,10.92365512119022,5.919286657000661,1.8451553423162617e-06,1.6988942215762592,5.97755383846689,1.627810529064403e-07,9.484051837687666,5.856670650056419,2.1490157792244475e-06,10.262125407499259,6.086258958516214,1.1431930554795554e-06
8,0.13366579257280742,0.10242940514220865,0.10836607846475706,9.26716923713684,29.053466486590395,3.1395659262505267,,18.5,0.061331184265378216,0.10212907934267086,0.05931321243913901,0.086117265861681,9.201726078987122,20.05686831678696,2.1698424124334164,,13.0,0.04591748277079968,0.23402216605941562,0.27725825714422647,0.1815431520967223,9.323479175567627,42.67859570261731,4.579715122165755,,25.75,0.10586203586871332,0.13929146822976937,0.03354501599316744,0.0031006003163953095,0.16824623203438227,0.02609210654604025,0.00517117593634754,0.2281554319187572,0.04523098197074405,0.016713657512340416,0.07763792858511973,0.013646072722679807,0.0021049193763932926,34.10515430751825,6.719043276287825,2.2333758671446064e-07,10.944609210339037,3.4984282159932616,0.0015209555619168857,27.48970973684316,7.147794632377529,7.05429793027509e-08,30.401095918499152,7.0219354671023915,9.897749583902642e-08
10,0.440494392706239,0.9974788707428963,0.3724816116317815,9.259477138519287,14.53632321568825,1.575241421555317,,2.0,0.18102887404998724,0.21394249814506283,0.347281652533683,0.16979401686345735,9.19849807024002,4.252976347155471,0.4592797542937887,,1.0,0.09043785923213232,0.8475856440437212,3.8571461660278805,0.6616665434742167,9.295176804065704,189.61663133617242,20.435568355718676,,4.0,0.36767066043592184,0.39959397534122826,0.0360749998008331,0.004972612199475644,0.49794785875388187,0.028987215628324972,0.008110142045963914,1.8780868054078999,0.04601623355219713,0.013123190254925683,0.217747820421002,0.013764192374337358,0.0030159995549601725,73.10422791037833,8.12817930032139,5.763730758478053e-09,139.60557884680898,5.600158318502737,4.792781407186602e-06,57.823974039880035,8.179581008366698,5.04608272871288e-09,67.63383890796308,7.943910097711602,9.175599861475863e-09
12,1.0976772786376885,6.564785122177554,0.8922851285379529,9.246957659721375,640.7299873308216,69.11728752507722,,0.0,0.4535422901518071,1.0883247662406723,6.549237339302567,0.8674276861390973,9.208766341209412,606.5525203375544,64.63072227705557,,0.0,0.44612265128456213,1.1063484395434946,6.577552041944916,0.9323868745831744,9.313874959945679,697.0974153003882,75.41199833206545,,0.0,0.465434056996478,0.8595926582499683,0.0382351476156216,0.006212626246836529,1.0471458078162081,0.030917580640924903,0.009675940338863095,6.13555939288082,0.04352660361170652,0.015232364521599887,0.4347747026958267,0.013779807303150416,0.003490684143115925,132.2077778383308,27.022850995662523,3.7429899044044056e-22,399.9400605618684,22.826322452796706,4.4081125637371356e-20,105.02630148448064,28.948541523102616,4.995247762986603e-23,120.60526765875737,28.439141037023266,8.643536885942998e-23
