means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",Metro,0.4801405280058402,1.7787917298085165,6.185567948384419,12
"(5, -5)",Metro,1.4283640537486615,1.5733157329737057,7.135462991286165,10
