means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",DEMetro,5.664356768517642,1.1525320252634805,20.43053426740517,12
"(5, -5)",DEMetro,1.930107995769973,1.2488353668321597,14.251383461169047,10
