run_id,mu,sampler,wasserstein_distance,mmd_rff,swd_zscore,r_hat,ess,runtime
3,4,DEMetro,0.024601112849870658,0.009024075741367512,0.8883075158252038,1.007120388872325,1211.785339936748,1.2053735256195068
