nu,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2.1,-8.827465890628323,1.0322755360742056e-09,-1.6116673979681881
2.5,-25.888213408104914,1.360335978362086e-21,-4.726519485708919
3.0,-75.30023273777299,8.195704713365811e-35,-13.747878685289086
4.0,-136.34079533142003,2.871574293901429e-42,-24.89230970373793
10.0,-170.01990445186826,4.7991559288845073e-45,-31.04124563105375
50.0,-53.82177345397591,1.2980174069701703e-30,-9.826466468558447
