nu,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2.1,-26.946351821689582,4.452471139008918e-22,-4.919708245069937
2.5,-53.50864303243491,1.534827010651581e-30,-9.769296936785413
3.0,-51.62003394763865,4.30597781839508e-30,-9.424485670768046
4.0,-79.34488377851964,1.8101407734225272e-35,-14.486327556040315
10.0,-73.6954275244323,1.5259442895536746e-34,-13.454882680039558
50.0,-39.677799466229295,7.991920605542414e-27,-7.244141933273408
