nu,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2.1,-15.320391493256157,1.9449572307670383e-15,-2.797108003555551
2.5,-15.059355377974974,3.033585324405214e-15,-2.7494495473345433
3.0,-17.144975148249095,1.0194422591403252e-16,-3.1302298788538363
4.0,-14.245167331471665,1.2625823515002194e-14,-2.6007998276275677
10.0,-15.3175860260555,1.9542090407845246e-15,-2.7965957976655043
50.0,-7.923208851387267,9.734565959540942e-09,-1.4465734052431345
