means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",DEMetro,6.326896889717887,1.122533167203829,30.29737075209142,12
"(5, -5)",DEMetro,3.8959225417493712,1.1103089692445633,30.269624790658728,10
