means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",HMC,0.3670189069572585,1.7343484634884896,6.245592497843597,12
"(5, -5)",HMC,0.0737026868940715,1.7364818771061876,6.2508256346479145,10
