mu,global_median_wasserstein_distance,global_median_mmd_rff,global_median_r_hat,global_median_ess,global_median_runtime,global_q25_wasserstein_distance,global_q25_mmd_rff,global_q25_r_hat,global_q25_ess,global_q25_runtime,global_q75_wasserstein_distance,global_q75_mmd_rff,global_q75_r_hat,global_q75_ess,global_q75_runtime,ws_dist_glass_delta,mmd_rff_glass_delta
"(0, 0, 0, 0, 0)",0.03427065158684499,0.026031664842677844,1.007016496910469,635.8614035261794,2.129952907562256,0.02792982561647066,0.021680625739178998,1.0051813577880797,587.409030505893,2.099536955356598,0.04828030469648715,0.03185405583446648,1.008684963975765,686.2357822229291,2.1634233593940735,2.0626125387247654,2.1649304177995887
