mu,global_median_wasserstein_distance,global_median_mmd_rff,global_median_r_hat,global_median_ess,global_median_runtime,global_q25_wasserstein_distance,global_q25_mmd_rff,global_q25_r_hat,global_q25_ess,global_q25_runtime,global_q75_wasserstein_distance,global_q75_mmd_rff,global_q75_r_hat,global_q75_ess,global_q75_runtime,ws_dist_glass_delta,mmd_rff_glass_delta
"(0, 0, 0, 0, 0)",0.023730290421378905,0.018140288424109932,1.000555763261009,3845.2325717926387,2.199752926826477,0.01970345588538873,0.01622021409503794,1.000239693875579,3741.7944405318194,2.146333336830139,0.027893886246732755,0.021761627536907042,1.0008395793738931,3956.1558025367995,2.2745020389556885,0.10157347448129128,0.06561699281324528
