nu,sampler,wasserstein_distance,reference_swd,relative_swd,swd_zscore,r_hat,ess,runtime
1,DEMetro,4.512433452489045,6.176886988878369,-1.664453536389324,-0.16553865895821432,1.0125610848862165,282.9915244329783,4.379684925079346
2,DEMetro,0.2587726508233563,0.1999672295255523,0.05880542129780403,1.0005156636034689,1.0677771362033384,98.47647874890023,4.384066104888916
5,DEMetro,0.7403119973786727,0.11703511987915804,0.6232768774995147,10.733156284390542,1.0167992354107858,222.62100973543198,4.601377725601196
10,DEMetro,0.769855172260918,0.11050500288427387,0.6593501693766441,11.17233556480579,1.0338720625443918,166.31692711608503,6.486213445663452
