nu,sampler,wasserstein_distance,reference_swd,relative_swd,swd_zscore,r_hat,ess,runtime
1,HMC,3.0503612168261,6.176886988878369,-3.1265257720522692,-0.3109494330653206,1.0184794276511075,206.28023345903676,5.347344398498535
2,HMC,0.3779771323624664,0.1999672295255523,0.1780099028369141,3.0286611699101114,1.0523756618987556,180.235302429979,4.931856155395508
5,HMC,0.6137138913238879,0.11703511987915804,0.4966787714447298,8.55307018357909,1.0472614052973785,69.17760442723844,4.628373861312866
10,HMC,0.3084995145743127,0.11050500288427387,0.19799451169003882,3.3549109825546566,1.175538649810149,20.50391426539604,5.629270553588867
