nu,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2.1,-1.9684937228109833,0.12037704859200477,-0.8803371554973974
3.0,-5.731209585414302,0.004589739473536339,-2.563074845256953
4.0,0.4859205261668005,0.6524418861969442,0.21731026563428624
10.0,0.3378022062027272,0.752496211110486,0.15106973920373984
50.0,-1.3329743902916908,0.25339557769324556,-0.5961242697917113
