nu,ws_t_stat,ws_p_value,ws_paired_cohens_d
2.1,-1.7873505444334077,0.1484078569363194,-0.7993274633948716
3.0,-0.2924722909326049,0.7844690493887398,-0.13079758481207998
4.0,0.31293602264766307,0.769966397167374,0.13994924384971766
10.0,-0.7451105949897984,0.497603860246135,-0.33322358823050063
50.0,-0.08088309978715973,0.9394202120762889,-0.036172021870997585
