dimension,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2,3.814670047698335,0.0018951234056672954,0.9849435710674602
5,2.9331019710032025,0.010904485868773295,0.7573236724282368
10,2.1981806295492214,0.04525434454624192,0.5675677980133247
15,2.6720731433334164,0.018225888595375266,0.689926318931895
30,2.39664654317306,0.031067798814412236,0.6188114765636558
