dimension,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2,1.4982761913104188,0.15626766062976546,0.3868532491309553
5,-4.286785516245075,0.0007525452793603762,-1.1068432608786893
10,-10.446595802824389,5.4228663326686265e-08,-2.69729943792661
15,-20.64574843722948,6.986814243864321e-12,-5.330709324491838
30,-31.07415436985776,2.5668802187096584e-14,-8.023312158129169
