dimension,global_median_wasserstein_distance,global_median_runtime,global_median_ess,global_median_ess_per_sec,global_median_r_hat,global_median_mmd_rff,global_q25_wasserstein_distance,global_q25_runtime,global_q25_ess,global_q25_ess_per_sec,global_q25_r_hat,global_q25_mmd_rff,global_q75_wasserstein_distance,global_q75_runtime,global_q75_ess,global_q75_ess_per_sec,global_q75_r_hat,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_glass_delta,ws_t_stat,ws_p_value,mmd_rff_glass_delta,mmd_rff_t_stat,mmd_rff_p_value
30,0.04155112056177565,8.432971715927124,,,,0.023347638420207102,0.04132257045094896,7.033151030540466,,,,0.02317448986080292,0.041627303060643966,16.8599750995636,,,,0.02452734392999508,0.0414495421538034,0.028337869450302172,0.0003812120196631064,0.024018676387129637,0.01483369709444495,0.0010367827885407127,34.394699083960106,45.795096555196736,1.9343943292754536e-06,8.85911629147768,8.834363569630273,0.0014598540056700263
