dimension,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2,-3.5903264461277216,0.0012012323638123296,-0.6555009277838365
5,-2.9157983135697485,0.006777192254917147,-0.5323495031592244
10,-8.956049544146138,7.568298010897437e-10,-1.6351434538209
15,-10.260700984816859,3.669111988498524e-11,-1.8733391283998888
30,-20.790710913090674,5.725411809093166e-19,-3.7958471178895303
