dimension,ws_t_stat,ws_p_value,ws_paired_cohens_d
2,-5.853651736316845,2.3814810925518123e-06,-1.068725699920006
5,-11.48896700283947,2.58841628709114e-12,-2.0975887966292324
10,-15.622899531732939,1.1706046607203332e-15,-2.852338162389009
15,-25.564767724421465,1.9300091168449264e-21,-4.6674666533485505
30,-30.002549700406153,2.1924981715416984e-23,-5.477691084527438
