nu,ws_t_stat,ws_p_value,ws_paired_cohens_d
2.1,-15.04002085794446,4.913131427694509e-10,-3.8833166872954052
3.0,-13.883524882404322,1.4097582838827443e-09,-3.5847107104138813
4.0,-14.88463440310333,5.636589490048674e-10,-3.843196077173678
10.0,-12.856594034213172,3.841301626061108e-09,-3.3195583055638163
50.0,-12.805376776335757,4.045424694661842e-09,-3.3063340664439735
