mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
5,3.399184519644879,0.004319892797723213,0.877665669018045
8,8.49215779719462,6.788896934922954e-07,2.1926657147933484
10,298.5457788049837,4.9365423011317595e-28,77.08418862614833
12,255.01401933794313,4.482427888103626e-27,65.84433666301798
15,221.4472768330682,3.231656791600945e-26,57.177441015830446
18,328.88604102732376,1.2735574892383996e-28,84.91801064659427
