mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
5,-18.765085632489097,2.5467253224848542e-11,-4.84512427631909
8,-19.59560368940492,1.4181675321121373e-11,-5.059563116529725
10,-14.532311347837728,7.733220889148489e-10,-3.752226655471772
12,-28.348931556635534,9.105119251872663e-14,-7.319662653441555
15,-15.335407625444565,3.7970762045558634e-10,-3.959585222709935
18,-17.840390010049212,5.031055894913595e-11,-4.606368893251052
