a,sampler,wasserstein_distance,r_hat,ess,runtime
1,HMC,0.057064973172315556,1.0019796809769517,11288.30803809548,12.839850425720215
2,HMC,0.09208859217945639,1.00186861807737,10316.763706579435,12.199753761291504
3,HMC,0.11966662847808521,1.0037734063695674,7147.617346678126,12.769363403320312
5,HMC,0.08789937915991308,1.0052224003598298,4114.213588593532,13.074843645095825
