mu,global_avg_wasserstein_distance,global_avg_reference_swd,global_avg_relative_swd,global_avg_swd_zscore,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_reference_swd_std,global_avg_relative_swd_std,global_avg_swd_zscore_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std
"(-10, 10)",0.0328269512919539,0.0280577003901228,0.0047692509018311,0.5174593704075835,1.0026948252604773,742.1481240051971,3.1269118785858154,,,,,,,
"(0, 0)",0.0461612389228904,0.0301988918980353,0.0159623470248551,1.7857025040346697,1.0091752891439123,852.3450277743235,3.557403802871704,,,,,,,
"(20, -20)",0.0296218597401571,0.0231039645363386,0.0065178952038185,1.2479789891610216,1.0071798201540465,723.3738620011662,3.1548895835876465,,,,,,,
"(50, -50)",0.0273032049821147,0.0299288563245896,-0.0026256513424748,-0.2808571004999328,1.0018848367357884,687.3933167804131,3.2362544536590576,,,,,,,
