mu,global_avg_wasserstein_distance,global_avg_reference_swd,global_avg_relative_swd,global_avg_swd_zscore,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_reference_swd_std,global_avg_relative_swd_std,global_avg_swd_zscore_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std
"(-10, 10)",0.1057602849276569,0.0280577003901228,0.077702584537534,8.430659510573642,1.0357410326171026,54.08330618921265,1.5102949142456057,,,,,,,
"(0, 0)",0.1130394533495386,0.0301988918980353,0.0828405614515033,9.267346323773468,1.0357410326171026,54.08330618921265,1.594625473022461,,,,,,,
"(20, -20)",0.1012137873584504,0.0231039645363386,0.0781098228221118,14.955658948302313,1.0357410326171026,54.08330618921265,1.7219383716583252,,,,,,,
"(50, -50)",0.1006725960067848,0.0299288563245896,0.0707437396821952,7.567220096684879,1.0357410326171026,54.08330618921265,1.5775136947631836,,,,,,,
