nu,sampler,wasserstein_distance,r_hat,ess,runtime
1,Metro,5.411140887895305,1.0931216721395498,75.26328722233357,3.757936477661133
2,Metro,0.3706898942740928,1.081337029240611,148.9565503767808,3.775763988494873
5,Metro,0.3066986503391983,1.031020577874734,226.54805259599377,3.5911426544189453
10,Metro,0.5538177863117311,1.051441983284514,152.90815026082925,3.75464129447937
