mu,ws_t_stat,ws_p_value,ws_paired_cohens_d
"(4, 0, 0, 0, 0)",-4.274427540723119,0.05061305310174353,-2.467841891268043
"(6, 0, 0, 0, 0)",-3.164173650109609,0.08703791828890532,-1.8268365086535037
