mu,global_median_wasserstein_distance,global_median_runtime,global_median_ess,global_median_ess_per_sec,global_median_r_hat,global_median_mmd_rff,global_q25_wasserstein_distance,global_q25_runtime,global_q25_ess,global_q25_ess_per_sec,global_q25_r_hat,global_q25_mmd_rff,global_q75_wasserstein_distance,global_q75_runtime,global_q75_ess,global_q75_ess_per_sec,global_q75_r_hat,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_glass_delta,ws_t_stat,ws_p_value,mmd_rff_glass_delta,mmd_rff_t_stat,mmd_rff_p_value
"(4, 0, 0, 0, 0)",0.6683486758117079,3.8085014820098877,7.542986124010862,2.2739707911845617,1.4933143335591357,0.2574504065100285,0.5875744039453157,3.3311665058135986,7.016257832661092,1.9973965663437638,1.4126067281241765,0.23421473436902163,0.8525776955744298,4.09593141078949,8.618123845105915,2.409567487523813,1.5724419701090988,0.29932845029520083,0.7373185077425943,0.035810844233010106,0.0038504379144918147,0.2698786542728055,0.01352462509828132,0.002517774287141142,182.18905981299793,4.4723707842838145,0.04649845079143818,101.81771673647782,6.722934508176748,0.021256991559827843
"(6, 0, 0, 0, 0)",0.6185469943106624,4.024177551269531,9.548787915444155,2.372854525872434,1.3776961624739448,0.2349532553808232,0.5371079078363129,3.4766557216644287,8.407954779692144,2.0168139010559583,1.2853648729015716,0.18290734700180108,0.8386797231061895,4.1999616622924805,12.445629874689473,3.80537067749421,1.4662423044838626,0.2906057855515218,0.7110094225247808,0.034011205599609386,0.0016213760354273409,0.23735766990860752,0.010774547102712669,0.0017939830149388094,417.5454688688163,3.758006298001366,0.06407229838233383,126.30171017177848,3.6428173705092677,0.06772835390845985
