mu,global_median_wasserstein_distance,global_median_runtime,global_median_ess,global_median_ess_per_sec,global_median_r_hat,global_median_mmd_rff,global_q25_wasserstein_distance,global_q25_runtime,global_q25_ess,global_q25_ess_per_sec,global_q25_r_hat,global_q25_mmd_rff,global_q75_wasserstein_distance,global_q75_runtime,global_q75_ess,global_q75_ess_per_sec,global_q75_r_hat,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_glass_delta,ws_t_stat,ws_p_value,mmd_rff_glass_delta,mmd_rff_t_stat,mmd_rff_p_value
"(4, 0, 0, 0, 0)",0.03237335928389866,7.218460559844971,3827.5751090475137,530.2481155524548,1.000627629851474,0.011101061609548645,0.03029619582171781,5.859545469284058,3808.763973193529,490.92001668082105,1.000608209076066,0.010889054470716652,0.0351368896026067,7.907398223876953,3854.8054594001264,686.1709465916979,1.0011117472440545,0.013968855988352919,0.03283093718825012,0.035810844233010106,0.0038504379144918147,0.012871586436196833,0.01352462509828132,0.002517774287141142,-0.773913801737867,-0.8327443083562448,0.4540927831065909,-0.2593714080804256,-0.26531214673568565,0.8050151472102303
"(6, 0, 0, 0, 0)",0.03513889135163662,5.427355051040649,3749.7196938106567,688.602587790996,1.0008086726759469,0.010785274634959525,0.032536044894596376,5.153741121292114,3743.505213408891,595.9877660874494,1.000534169463798,0.009666782259267228,0.0372745483883377,6.438271522521973,3772.8896498830486,733.2316902726005,1.000994709344364,0.011712399564991993,0.034827431738077175,0.034011205599609386,0.0016213760354273409,0.01065769633785297,0.010774547102712669,0.0017939830149388094,0.503415691753862,0.28187638807728915,0.80003078744126,-0.06513482228463781,-0.07432462595752629,0.9443796367684255
