mu,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
"(4, 0, 0, 0, 0)",2.4926256347689115,0.1302362181701913,1.439118081222793
"(6, 0, 0, 0, 0)",4.4580667022589715,0.04681127356032927,2.5738660106145246
