mu,ws_t_stat,ws_p_value,ws_paired_cohens_d
"(4, 0, 0, 0, 0)",4.793438310324855,0.0408720131303157,2.76749289880992
"(6, 0, 0, 0, 0)",1.7216616671839982,0.2272718695756891,0.9940018270021412
