mu,ws_t_stat,ws_p_value,ws_paired_cohens_d
"(4, 0, 0, 0, 0)",-4.2305591747421785,0.051587894784234437,-2.442514478360038
"(6, 0, 0, 0, 0)",-3.124103851674454,0.08899378018864446,-1.8037021997405926
