mu,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
"(4, 0, 0, 0, 0)",4.600885663504307,0.04413673157845305,2.656322576334902
"(6, 0, 0, 0, 0)",1.7637854550058043,0.21981894086450332,1.0183220072403478
