mu,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
"(4, 0, 0, 0, 0)",-5.874722047841196,0.027773675034570414,-3.3917723557353443
"(6, 0, 0, 0, 0)",-3.400454371654457,0.07666854472596245,-1.9632532468417405
