dimension,ws_t_stat,ws_p_value,ws_paired_cohens_d
2,-8.178946718952378,5.105400752403559e-09,-1.493264538201028
5,-6.84896716407797,1.5988158681120248e-07,-1.2504446037925634
8,-9.586788417161982,1.704038748620679e-10,-1.750300090036288
12,-12.278338699278068,5.180246461051793e-13,-2.241707691427746
15,-9.553560344485563,1.8408789200533312e-10,-1.7442335017205228
30,-16.663882840888125,2.1619493480345162e-16,-3.0423948425258986
