nu,sampler,wasserstein_distance,r_hat,ess,runtime
1,HMC,2.118305608487205,1.0124313870844048,1230.7352293286845,4.969566822052002
2,HMC,0.07922412420244607,1.0028497980258897,3038.689484796248,3.5056662559509277
3,HMC,0.047067362123190494,1.0032087030529433,3224.134754606497,3.304060935974121
5,HMC,0.0359554269439243,1.002890912640805,3720.832960690443,3.155360221862793
30,HMC,0.017413380355541415,1.001439247764925,4209.543770280052,3.1294171810150146
