means,sampler,wasserstein_distance,mode_distance
"(8, -8)",Metro,5.76892652224742,16
"(7, -7)",Metro,5.016668527980066,14
"(6, -6)",Metro,4.295651211055574,12
"(5, -5)",Metro,0.5326082254561622,10
"(4, -4)",Metro,0.3972067309911562,8
"(3, -3)",Metro,0.1762063069152485,6
