mm,ws_t_stat,ws_p_value,ws_paired_cohens_d
5,1.8253403595911926,0.08371158329541863,0.40815851261198166
8,6.484464488712303,3.2594613764598906e-06,1.4499703394444126
10,4.700510137163556,0.00015574274465700555,1.051066019562457
12,5.556910528873567,2.3276717143710425e-05,1.2425629687445603
15,6.237811411903851,5.439511290568961e-06,1.3948170347840951
18,4.541683690750781,0.0002230664909759598,1.0155513464820878
