mm,global_median_mean_rmse,global_median_var_rmse,global_median_wasserstein_distance,global_median_runtime,global_median_ess,global_median_ess_per_sec,global_median_r_hat,global_median_mmd_rff,global_q25_mean_rmse,global_q25_var_rmse,global_q25_wasserstein_distance,global_q25_runtime,global_q25_ess,global_q25_ess_per_sec,global_q25_r_hat,global_q25_mmd_rff,global_q75_mean_rmse,global_q75_var_rmse,global_q75_wasserstein_distance,global_q75_runtime,global_q75_ess,global_q75_ess_per_sec,global_q75_r_hat,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mean_rmse_mcmc_mean,mean_rmse_iid_mean,mean_rmse_iid_std,var_rmse_mcmc_mean,var_rmse_iid_mean,var_rmse_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_glass_delta,ws_t_stat,ws_p_value,var_rmse_glass_delta,var_rmse_t_stat,var_rmse_p_value,mean_rmse_glass_delta,mean_rmse_t_stat,mean_rmse_p_value,mmd_rff_glass_delta,mmd_rff_t_stat,mmd_rff_p_value
5,0.02549346761172336,0.046799543831200816,0.03242892453956911,3.6917518377304077,300.01605422007253,75.0566444817782,1.0115394960468065,0.01511603486632428,0.022418812397209366,0.04138699634157273,0.03123157652252255,3.6485737562179565,249.97528880098037,65.76926954291439,1.0074687853147464,0.013588870847845646,0.03262634302622991,0.0474859324820565,0.03701335677423018,4.108477532863617,321.0785642934365,85.88931065641323,1.0178242538037163,0.01894951745201872,0.0367540109409824,0.030940005337724,0.0017727624620623961,0.03086453273199332,0.023587085774963445,0.0026418484555944736,0.04575332347014222,0.03865729651271675,0.009342569752521936,0.01753359776607637,0.01341591271929688,0.00130027460267734,3.2796303665492226,2.073284484293369,0.05143236141611384,0.7595369524011278,2.8827575099543576,0.007008975459704746,2.7546799444982892,1.9121714906594722,0.07033176073461801,3.166781107852865,2.4294352897331484,0.024591512938776205
8,0.3690030978257617,0.7120130674868561,0.2939575647544685,3.57719349861145,7.906519807302742,2.1441348119351806,1.4503612806194242,0.16264438498082517,0.15203382604096877,0.1390940680046787,0.12322528915232661,3.4907639026641846,7.1458522448220005,1.9702501048060217,1.3026736885546244,0.06609940131619305,0.39769655623018596,0.8986707578444633,0.32358963145002545,3.9612395763397217,10.104897591118478,2.896519574182047,1.5280497360197747,0.18602899426366756,0.25790428085333456,0.034768071548457076,0.004885807056516958,0.313191896961343,0.02840839426013623,0.00819938953701231,0.7464048209857779,0.04804175481827856,0.02053802800242109,0.14401603673502064,0.014466594788850599,0.0029772576992936565,45.67028675584849,6.458625703597931,3.404688374671254e-06,34.00341386647121,4.4073721424509795,0.0003015223005547282,34.732281155284156,6.4577571158568645,3.386835013654778e-06,43.513009296073086,6.337988233543618,4.3702564435229395e-06
10,0.43333818111743183,1.0885113494439809,0.32606503082304183,3.515673279762268,7.126745024325733,1.8254863973632824,1.5296095017703029,0.1834037954013213,0.023694375689656974,0.056917951462457254,0.03527554178676305,3.4844343066215515,6.095162637105602,1.740006250385319,1.5277729067637376,0.012409618531278085,0.45342605064147395,1.1432377779349812,0.36731469592551214,3.706282079219818,7.140770258153886,2.0278754920881523,1.7324472638030144,0.19493171676291546,0.2143069596934679,0.03645230156487113,0.005058261076898164,0.2602968997887919,0.029368687451636823,0.008154994605316086,0.6525857199080523,0.04876469078265987,0.01854159884170528,0.11268492107886192,0.014018404979803476,0.003096468885074795,35.16122545372078,4.765140893169246,0.00013399443549212442,32.565747661805126,4.9136497257075336,9.583672567872972e-05,28.3173960883576,4.713283595115357,0.00015027603276817944,31.86420395652552,4.740326427715762,0.00014157233258988962
12,0.5350177086486717,1.622425466165305,0.4376344186041983,3.534743905067444,7.132250852030129,1.8234600939148708,1.5281691245114197,0.21964081457920115,0.029754581186570622,0.0708042671700431,0.038323004024444246,3.487528622150421,6.103453340699132,1.7455208569372593,1.527426398168139,0.013839414530042905,0.5449340694157615,1.6619016509513322,0.44161401572246184,3.921284019947052,7.145965157958339,2.06067414985521,1.732690615630275,0.22799060254176262,0.3814059953457703,0.03958235919280159,0.007084542922154342,0.4676324933143837,0.03349143247168035,0.010899926100643668,1.9031127616130488,0.053443047944213805,0.024568097043406015,0.19396161032120315,0.014706927146273155,0.0037757196738562567,48.2492152152878,5.535580245219953,2.426924337910497e-05,75.28746367294569,3.859382646008477,0.001055967896449108,39.82972515906014,5.449017923403336,2.9266205028843032e-05,47.47563343118949,5.419084086409163,3.131151794144895e-05
15,0.6916850395462486,2.5666990655895785,0.5559523316826445,3.4861515760421753,7.1383084812350415,2.0551737096510814,1.5289787679920566,0.25751516526429097,0.5064787632217165,1.885282018801742,0.3944533604151062,3.4530359506607056,6.86858627949524,1.7907195105774183,1.5275833122342317,0.18609406399409617,0.7181142114365862,2.6263594606335117,0.5780177708790498,3.9212037324905396,7.150977490330936,2.068063364812736,1.5805293732304708,0.26611561066748435,0.5034836542545664,0.03988031919744185,0.006164248380939988,0.6287478646808072,0.03175346390211089,0.009657767527357091,3.105085671242821,0.05283371392160702,0.026704176427640655,0.2309961145468588,0.012463411221463275,0.003071463125360786,75.20841251150713,6.314769470110694,4.617144653155734e-06,114.29867405167096,4.177564567004363,0.0005106782205395169,61.81494833952248,6.2598695712902455,5.1700878351188225e-06,71.14938203913024,6.3486687225578,4.30078881568998e-06
18,0.8089455826178988,3.638612779712471,0.6314205272586245,3.5239877700805664,7.129278219990006,1.9169941089323304,1.5304189598301272,0.2678787096711812,0.031156743503751902,0.07120509188418732,0.042052198995874174,3.486652195453644,6.092389598975786,1.74982096802718,1.5270032898401251,0.01193042383231054,0.8595964522796935,3.7353054399576804,0.7169299197545044,3.919350802898407,7.14802987782814,2.0543690087384947,1.7323985274690616,0.29138442650680674,0.5443329242072307,0.04430976821669652,0.012016985961815732,0.678148235759571,0.03763482610035477,0.01802146655573987,4.455712586857391,0.05708497101630037,0.026720732920385976,0.22533376165037441,0.01291504990945388,0.004874293474421382,41.60969793751695,4.56379471466197,0.00021157438320006008,164.61478167334468,3.5435511074700727,0.0021696778125432745,35.54169177509094,4.562544429896735,0.00021195675012129102,43.579384962276265,4.584012820502362,0.0002021438258064583
