mm,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
5,-4.416324361695351,0.00029650651457413914,-0.9875201483439173
8,3.271852500210776,0.004011671302053919,0.7316084602823939
10,0.1553014107846131,0.878221714496827,0.03472645115160138
12,1.131158923634594,0.27206442263834973,0.2529348246602446
15,-1.635715397251548,0.11835747913197757,-0.3657570820097534
18,-0.6324144568325937,0.534653322797,-0.14141217154312857
