mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
5,-42.89608366223826,2.2320795424609682e-20,-9.591855903728288
8,-30.414584298767444,1.401401820403245e-17,-6.800907799944177
10,-38.85329338820998,1.434608608795639e-19,-8.687860516578063
12,-33.49805457646801,2.310260119291623e-18,-7.4903927146980385
15,-28.312275894528838,5.3141639586002315e-17,-6.330817349789514
18,-24.867312851246048,5.876823969998655e-16,-5.560500195314027
