mm,ws_t_stat,ws_p_value,ws_paired_cohens_d
5,-4.171467180778324,0.0005179628413026684,-0.9327684182129735
8,3.140820013884494,0.005381828525396372,0.7023087056137562
10,-0.21627991368336427,0.831074688193195,-0.04836165891637894
12,0.566999847108668,0.5773522572748055,0.12678502013669693
15,-2.493580024877073,0.02203651641347859,-0.5575814442960751
18,-2.009875918478389,0.05886090623971237,-0.4494219180057503
