mm,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
5,-28.854353735851014,3.735323695036139e-17,-6.452029640018788
8,-26.26899152079289,2.1323236849752076e-16,-5.873925074085848
10,-32.66462466583444,3.699791696051828e-18,-7.304032121232216
12,-29.079971348299132,3.2315722635996915e-17,-6.502479271854307
15,-30.13707812302972,1.6623933818940964e-17,-6.738855532631622
18,-24.951741125700856,5.520345069254247e-16,-5.579378931404424
