mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
5,-43.07892712706666,2.0604040793609188e-20,-9.632740945388077
8,-27.53946905283108,8.884340477840993e-17,-6.158012486638204
10,-38.91922354995429,1.389659860763132e-19,-8.702602948920847
12,-37.78863662213299,2.4166240040078006e-19,-8.44979602641274
15,-28.290656052628993,5.3901310754528165e-17,-6.325983006174429
18,-24.84373987337722,5.980618336940576e-16,-5.555229117219348
